method,learning_rate,value
momentum,0.126,0.456831
momentum,0.126,0.456831
momentum,0.126,0.456831
momentum,0.126,0.456831
momentum,0.126,0.456831
momentum,0.126,0.456831
momentum,0.126,0.456831
momentum,0.126,0.456831
momentum,0.126,0.456831
momentum,0.126,0.456831
momentum,0.126,0.456831
momentum,0.126,0.456831
momentum,0.126,0.456831
momentum,0.126,0.456831
momentum,0.126,0.456831
momentum,0.126,0.456831
momentum,0.126,0.456831
momentum,0.126,0.456831
momentum,0.126,0.456831
momentum,0.184,0.456989
momentum,0.184,0.456841
momentum,0.184,0.456832
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.184,0.456831
momentum,0.242,0.456922
momentum,0.242,0.456834
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.242,0.456831
momentum,0.3,0.456879
momentum,0.3,0.456832
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
momentum,0.3,0.456831
adam,0.01,0.463663
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.01,0.456831
adam,0.068,0.456836
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.068,0.456831
adam,0.126,0.456836
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.126,0.456831
adam,0.184,0.456836
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.184,0.456831
adam,0.242,0.456836
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.242,0.456831
adam,0.3,0.456835
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adam,0.3,0.456831
adadelta,0.01,1.2065
adadelta,0.01,1.19508
adadelta,0.01,1.18294
adadelta,0.01,1.17017
adadelta,0.01,1.15684
adadelta,0.01,1.14305
adadelta,0.01,1.12884
adadelta,0.01,1.11428
adadelta,0.01,1.09942
adadelta,0.01,1.08432
adadelta,0.01,1.06901
adadelta,0.01,1.05354
adadelta,0.01,1.03795
adadelta,0.01,1.02228
adadelta,0.01,1.00655
adadelta,0.01,0.990807
adadelta,0.01,0.975074
adadelta,0.01,0.959381
adadelta,0.01,0.943753
adadelta,0.01,0.928214
adadelta,0.01,0.912786
adadelta,0.01,0.897491
adadelta,0.01,0.882347
adadelta,0.01,0.867373
adadelta,0.01,0.852585
adadelta,0.01,0.837998
adadelta,0.01,0.823627
adadelta,0.01,0.809484
adadelta,0.01,0.79558
adadelta,0.01,0.781927
adadelta,0.01,0.768533
adadelta,0.01,0.755408
adadelta,0.01,0.742559
adadelta,0.01,0.729992
adadelta,0.01,0.717713
adadelta,0.01,0.705729
adadelta,0.01,0.694042
adadelta,0.01,0.682654
adadelta,0.01,0.671569
adadelta,0.01,0.66079
adadelta,0.01,0.650317
adadelta,0.01,0.640152
adadelta,0.01,0.630294
adadelta,0.01,0.620744
adadelta,0.01,0.611504
adadelta,0.01,0.602574
adadelta,0.01,0.593953
adadelta,0.01,0.585643
adadelta,0.068,1.14724
adadelta,0.068,1.07894
adadelta,0.068,1.01236
adadelta,0.068,0.948384
adadelta,0.068,0.887671
adadelta,0.068,0.830726
adadelta,0.068,0.777907
adadelta,0.068,0.729443
adadelta,0.068,0.685444
adadelta,0.068,0.645923
adadelta,0.068,0.61081
adadelta,0.068,0.579988
adadelta,0.068,0.553328
adadelta,0.068,0.53065
adadelta,0.068,0.511724
adadelta,0.068,0.496276
adadelta,0.068,0.484
adadelta,0.068,0.474565
adadelta,0.068,0.467614
adadelta,0.068,0.462778
adadelta,0.068,0.459673
adadelta,0.068,0.45791
adadelta,0.068,0.457097
adadelta,0.068,0.456854
adadelta,0.068,0.456831
adadelta,0.068,0.456831
adadelta,0.068,0.456831
adadelta,0.068,0.456831
adadelta,0.068,0.456831
adadelta,0.068,0.456831
adadelta,0.068,0.456831
adadelta,0.068,0.456831
adadelta,0.068,0.456831
adadelta,0.068,0.456831
adadelta,0.068,0.456831
adadelta,0.068,0.456831
adadelta,0.068,0.456831
adadelta,0.068,0.456831
adadelta,0.068,0.456831
adadelta,0.068,0.456831
adadelta,0.068,0.456831
adadelta,0.068,0.456831
adadelta,0.068,0.456831
adadelta,0.068,0.456831
adadelta,0.068,0.456831
adadelta,0.068,0.456831
adadelta,0.068,0.456831
adadelta,0.068,0.456831
adadelta,0.126,1.09279
adadelta,0.126,0.981115
adadelta,0.126,0.881067
adadelta,0.126,0.793015
adadelta,0.126,0.716976
adadelta,0.126,0.652628
adadelta,0.126,0.599351
adadelta,0.126,0.556354
adadelta,0.126,0.522799
adadelta,0.126,0.497697
adadelta,0.126,0.479921
adadelta,0.126,0.468255
adadelta,0.126,0.461417
adadelta,0.126,0.458096
adadelta,0.126,0.456978
adadelta,0.126,0.456832
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.126,0.456831
adadelta,0.184,1.0427
adadelta,0.184,0.898466
adadelta,0.184,0.779513
adadelta,0.184,0.683723
adadelta,0.184,0.608824
adadelta,0.184,0.552347
adadelta,0.184,0.51187
adadelta,0.184,0.484862
adadelta,0.184,0.468626
adadelta,0.184,0.460388
adadelta,0.184,0.457352
adadelta,0.184,0.456837
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.184,0.456831
adadelta,0.242,0.996594
adadelta,0.242,0.828479
adadelta,0.242,0.700829
adadelta,0.242,0.607062
adadelta,0.242,0.541337
adadelta,0.242,0.498465
adadelta,0.242,0.473461
adadelta,0.242,0.461375
adadelta,0.242,0.457346
adadelta,0.242,0.456833
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.242,0.456831
adadelta,0.3,0.954114
adadelta,0.3,0.769138
adadelta,0.3,0.639917
adadelta,0.3,0.553762
adadelta,0.3,0.500632
adadelta,0.3,0.471993
adadelta,0.3,0.459916
adadelta,0.3,0.456971
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adadelta,0.3,0.456831
adagrad,0.01,0.897079
adagrad,0.01,0.792675
adagrad,0.01,0.726129
adagrad,0.01,0.67818
adagrad,0.01,0.641528
adagrad,0.01,0.612518
adagrad,0.01,0.589029
adagrad,0.01,0.569705
adagrad,0.01,0.55362
adagrad,0.01,0.540112
adagrad,0.01,0.528688
adagrad,0.01,0.518972
adagrad,0.01,0.510672
adagrad,0.01,0.503554
adagrad,0.01,0.497432
adagrad,0.01,0.492152
adagrad,0.01,0.487588
adagrad,0.01,0.483636
adagrad,0.01,0.480209
adagrad,0.01,0.477232
adagrad,0.01,0.474644
adagrad,0.01,0.472391
adagrad,0.01,0.470428
adagrad,0.01,0.468718
adagrad,0.01,0.467225
adagrad,0.01,0.465922
adagrad,0.01,0.464785
adagrad,0.01,0.463791
adagrad,0.01,0.462922
adagrad,0.01,0.462162
adagrad,0.01,0.461498
adagrad,0.01,0.460917
adagrad,0.01,0.460409
adagrad,0.01,0.459964
adagrad,0.01,0.459575
adagrad,0.01,0.459234
adagrad,0.01,0.458936
adagrad,0.01,0.458675
adagrad,0.01,0.458446
adagrad,0.01,0.458246
adagrad,0.01,0.45807
adagrad,0.01,0.457917
adagrad,0.01,0.457782
adagrad,0.01,0.457664
adagrad,0.01,0.457561
adagrad,0.01,0.457471
adagrad,0.01,0.457392
adagrad,0.01,0.457322
adagrad,0.068,0.458901
adagrad,0.068,0.456849
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.068,0.456831
adagrad,0.126,0.456838
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.126,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.184,0.456831
adagrad,0.242,0.456831
adagrad,0.242,0.456831
adagrad,0.242,0.456831
adagrad,0.242,0.456831
